search_parameters.q","image_results.position","image_results.title","image_results.link","image_results.image","image_results.width","image_results.height","image_results.image_type"
"penne uncooked",73,"Uncooked penne pasta. photo by jirkaejc ...","https://elements.envato.com/uncooked-penne-pasta-ARKUMZJ","https://envato-shoebox-0.imgix.net/5e97/73b5-7dbc-4830-92b2-161fbad64ff7/EOS+6D+Mark+II09-10-2018010832.jpg?auto=compress%2Cformat&fit=max&mark=https%3A%2F%2Felements-assets.envato.com%2Fstatic%2Fwatermark2.png&markalign=center%2Cmiddle&markalpha=18&w=700&s=57f81debd93d50dbcd112e80be0add27",700,467,
"penne uncooked",74,"Types Of Uncooked Pasta Dry Penne Pasta ...","https://www.istockphoto.com/photo/types-of-uncooked-pasta-dry-penne-pasta-and-chifferi-fill-the-frame-flat-lay-top-gm1181730419-331556883","https://media.istockphoto.com/photos/types-of-uncooked-pasta-dry-penne-pasta-and-chifferi-fill-the-frame-picture-id1181730419?k=6&m=1181730419&s=612x612&w=0&h=AUVJxEFIfL_y4FM9eJdD-yQShP0_0EcWfmOiLDuB54g=",408,612,
"penne uncooked",75,"Pin on W W Diet","https://www.pinterest.com/pin/329325791500164401/","https://i.pinimg.com/564x/a2/7b/bf/a27bbf6ca2953470ddb122c4d7f441a6.jpg",540,1080,
"penne uncooked",76,"uncooked penne pasta in sack"" Stock ...","https://eu.fotolia.com/id/118264976","https://t4.ftcdn.net/jpg/01/18/26/49/500_F_118264976_fAFOOvW3JO8hC8yLj7yr8Vq2S8FnKwGq.jpg",500,378,
"penne uncooked",77,"Dried penne pasta background. Closeup ...","https://www.canstockphoto.com/dried-penne-pasta-background-28734097.html","https://comps.canstockphoto.com/dried-penne-pasta-background-stock-photograph_csp28734097.jpg",450,470,
"penne uncooked",78,"Raw, Uncooked, Dry Penne Pasta Noodles ...","https://www.dreamstime.com/raw-uncooked-dry-penne-pasta-noodles-black-table-heap-background-image103277043","https://thumbs.dreamstime.com/z/raw-uncooked-dry-penne-pasta-noodles-black-table-heap-background-103277043.jpg",1300,957,
"penne uncooked",79,"Closeup photo of uncooked italian penne ...","https://www.colourbox.com/image/dried-penne-pasta-background-image-14648807","https://d2gg9evh47fn9z.cloudfront.net/800px_COLOURBOX14648807.jpg",800,800,
"penne uncooked",80,"italian pasta penne doppia rigatura ...","https://www.alamy.com/uncooked-yellow-italian-pasta-penne-doppia-rigatura-texture-top-view-close-up-image241458387.html","https://c8.alamy.com/comp/T0RAHR/uncooked-yellow-italian-pasta-penne-doppia-rigatura-texture-top-view-close-up-T0RAHR.jpg",1300,1065,
"penne uncooked",81,"Penne | Stock Photos and Vektor EPS ...","https://cliparto.com/search/penne/","https://img.cliparto.com/pic/xl/197736/3317066-uncooked-wholewheat-italian-pasta-penne.jpg",400,279,
"penne uncooked",82,"Cheesy Tuna Casserole","https://myincrediblerecipes.com/cheesy-tuna-casserole/","https://myincrediblerecipes.com/wp-content/uploads/2019/01/IMG_0453_picmonkeyed.jpg",2212,3318,
"penne uncooked",83,"How Much Is a Serving of Pasta ...","https://www.hungry-girl.com/ask-hg-q-and-a/pasta-servings","https://d2gtpjxvvd720b.cloudfront.net/system/newsletter_subsection/image/7845/default_how-to-measure-pasta-20181112-1731-1614-3393.jpg",636,215,
"penne uncooked",84,"Dry, Uncooked, Raw Penne Pasta Noodles ...","https://www.123rf.com/photo_86251171_dry-uncooked-raw-penne-pasta-noodles-in-wooden-spoon-on-white-background.html","https://previews.123rf.com/images/shawnhempel/shawnhempel1709/shawnhempel170900071/86251171-dry-uncooked-raw-penne-pasta-noodles-in-wooden-spoon-on-white-background.jpg",866,1300,
"penne uncooked",85,"dish, meal, cooking, ingredient ...","https://pxhere.com/en/photo/780271","https://get.pxhere.com/photo/wheat-dry-dish-meal-food-cooking-ingredient-produce-vegetable-fresh-healthy-cuisine-pasta-noodles-nutrition-penne-raw-spaghetti-diet-italian-uncooked-italian-food-rigatoni-european-food-780271.jpg",1641,2373,
"penne uncooked",86,"The long and short of measuring pasta","https://www.freep.com/story/life/food/recipes/2016/01/20/pasta-measuring-equivalents-cooking/79070724/","https://www.gannett-cdn.com/-mm-/f954ed0c6c810d27769ac2dee9be6bb5a2aeee0b/c=0-182-3504-2153/local/-/media/2016/01/20/DetroitFreePress/B9320571136Z.1_20160120170332_000_GJJD6VVUD.1-0.jpg?width=3200&height=1680&fit=crop",3200,1680,
"penne uncooked",87,"Vertical View Uncooked Penne Pasta ...","https://depositphotos.com/141181662/stock-photo-close-vertical-view-uncooked-penne.html","https://st3.depositphotos.com/2512891/14118/i/1600/depositphotos_141181662-stock-photo-close-vertical-view-uncooked-penne.jpg",1067,1700,
"penne uncooked",88,"Chicken Carbonara Pasta Bake Recipe ...","https://www.pillsbury.com/recipes/chicken-carbonara-pasta-bake/e6b228cb-526b-4db0-8511-a2a56e8c08fa","https://images-gmi-pmc.edge-generalmills.com/e6f8c56f-3b0e-4d4e-b36b-8372812cae77.jpg",800,450,
"penne uncooked",89,"Uncooked Penne with No Lines – License ...","https://www.stockfood.com/images/00013263-Uncooked-Penne-with-No-Lines","https://media02.stockfood.com/wmpreviews/MTcyNDE5/00013263-Uncooked-Penne-with-No-Lines.jpg",500,343,
"penne uncooked",90,"Whole Grain Penne with Uncooked Salami ...","https://www.delish.com/cooking/a38043/whole-grain-penne-with-uncooke/","https://hips.hearstapps.com/del.h-cdn.co/assets/cm/15/10/54f9313534e0a_-_dsc03143.jpg?crop=1xw:1.0xh;center,top&resize=480:*",300,225,
"penne uncooked",91,"Smooth Penne Lisce Macaroni Pasta ...","https://www.fotosearch.com/CSP831/k39477050/","https://fscomps.fotosearch.com/compc/CSP/CSP831/italian-smooth-penne-lisce-macaroni-stock-image__k39477050.jpg",450,470,
"penne uncooked",92,"Vector Clipart - Uncooked penne pasta ...","https://www.gograph.com/clipart/uncooked-penne-pasta-gg91065892.html","https://comps.gograph.com/uncooked-penne-pasta_gg91065892.jpg",450,455,
"penne uncooked",93,"Bunch of raw Penne rigate pasta ...","https://focusedcollection.com/149575546/stock-photo-bunch-of-raw-penne-rigate.html","https://st.focusedcollection.com/11312302/i/1800/focused_149575546-stock-photo-bunch-of-raw-penne-rigate.jpg",1800,1195,
"penne uncooked",94,"Closeup Photo Of Uncooked Italian Penne ...","https://www.gettyimages.com/detail/photo/closeup-photo-of-uncooked-italian-penne-pasta-royalty-free-image/957509942","https://media.gettyimages.com/photos/closeup-photo-of-uncooked-italian-penne-pasta-background-picture-id957509942",1024,683,
